uuid,title,position,salary minimum,salary maximum,type,employmentType,categories,updatedAt,newPostingDate,skills,scrape_date,title_clean,salary midpoint,role,posting_month,scrape_month,active_month
032940d24d5563092df87b0f444aa11e,Power Systems Engineer (DRUPS) [EL],Executive,4500,5800,Monthly,"['Permanent', 'Full Time']",Engineering,2026-03-08T10:52:56,2026-03-08,"['service standards', 'Lead Management', 'Site Management', 'Job Safety', 'Site Logistics', 'Team Management', 'Power Plants', 'Monitors, installation and maintenance', 'Training', 'Technical Leadership', 'Stakeholder Management']",2026-04-05,Power Systems Engineer,5150,Power Systems Engineer,2026-03,2026-04,2026-04
019195310fe0019d3a428127a19b3f28,SUPERVISOR,Executive,4000,6200,Monthly,['Full Time'],Customer Service,2026-03-23T15:55:02,2026-03-23,"['provide procedures', 'Leadership', 'Ability To Work Under Pressure', 'Regulatory Compliance', 'Coordination', 'Screening Resumes', 'Safety', 'Team Problem Solving', 'Supervisory training', 'Communication Skills', 'company policies']",2026-04-05,Supervisor,5100,Supervisor,2026-03,2026-04,2026-03
019195310fe0019d3a428127a19b3f28,SUPERVISOR,Executive,4000,6200,Monthly,['Full Time'],Customer Service,2026-03-23T15:55:02,2026-03-23,"['provide procedures', 'Leadership', 'Ability To Work Under Pressure', 'Regulatory Compliance', 'Coordination', 'Screening Resumes', 'Safety', 'Team Problem Solving', 'Supervisory training', 'Communication Skills', 'company policies']",2026-04-05,Supervisor,5100,Supervisor,2026-03,2026-04,2026-04
003ed2eef5ae53d90a0dd2f69541f24e,Regional Digital Solutions Specialist - ERP System [SAS],Executive,4500,5700,Monthly,"['Permanent', 'Full Time']",Information Technology,2026-03-16T06:01:18,2026-03-16,"['Digital Transformation', 'Excellent Communication Skills', 'IT Service Management', 'Microsoft Excel', 'Continuous Improvement', 'CSS', '.NET', 'Customer Experience', 'HTML', 'API Management', 'JavaScript', 'Digital Technology Adoption and Innovation', 'Project Management', 'C#', 'Decision Making', 'API', 'Stakeholder Management', 'Business Process Automation', 'Business Requirements', 'Technical Support']",2026-04-05,Regional Digital Solutions Specialist - Erp System,5100,Regional Digital Solutions Specialist - Erp System,2026-03,2026-04,2026-03
003ed2eef5ae53d90a0dd2f69541f24e,Regional Digital Solutions Specialist - ERP System [SAS],Executive,4500,5700,Monthly,"['Permanent', 'Full Time']",Information Technology,2026-03-16T06:01:18,2026-03-16,"['Digital Transformation', 'Excellent Communication Skills', 'IT Service Management', 'Microsoft Excel', 'Continuous Improvement', 'CSS', '.NET', 'Customer Experience', 'HTML', 'API Management', 'JavaScript', 'Digital Technology Adoption and Innovation', 'Project Management', 'C#', 'Decision Making', 'API', 'Stakeholder Management', 'Business Process Automation', 'Business Requirements', 'Technical Support']",2026-04-05,Regional Digital Solutions Specialist - Erp System,5100,Regional Digital Solutions Specialist - Erp System,2026-03,2026-04,2026-04
0313af7232ee3b60d2632d814f2381bb,Digital Marketing Executive,Executive,3500,6500,Monthly,"['Permanent', 'Full Time']",Marketing / Public Relations,2026-03-18T02:55:04,2026-03-18,"['Management Skills', 'Advertising', 'Data Analysis', 'Customer Experience', 'Client Acquisition', 'Marketing Strategy', 'Instagram', 'Marketing', 'Project Management', 'Digital Marketing', 'Google campaigns', 'Creative Branding', 'improve SEO', 'Consulting', 'Google Ads', 'Facebook', 'Google Analytics', 'Business Operations', 'Customer Advocacy', 'Brand Awareness']",2026-04-05,Digital Marketing Executive,5000,Digital Marketing Executive,2026-03,2026-04,2026-03
0313af7232ee3b60d2632d814f2381bb,Digital Marketing Executive,Executive,3500,6500,Monthly,"['Permanent', 'Full Time']",Marketing / Public Relations,2026-03-18T02:55:04,2026-03-18,"['Management Skills', 'Advertising', 'Data Analysis', 'Customer Experience', 'Client Acquisition', 'Marketing Strategy', 'Instagram', 'Marketing', 'Project Management', 'Digital Marketing', 'Google campaigns', 'Creative Branding', 'improve SEO', 'Consulting', 'Google Ads', 'Facebook', 'Google Analytics', 'Business Operations', 'Customer Advocacy', 'Brand Awareness']",2026-04-05,Digital Marketing Executive,5000,Digital Marketing Executive,2026-03,2026-04,2026-04
02cf6426304f5043a97af24952e0f993,Software Developer/Engineer (Healthcare Technology),Junior Executive,4000,6000,Monthly,['Full Time'],Engineering,2026-03-10T09:43:51,2026-03-10,"['Technical Documentation', 'Scrum', 'JavaScript', 'Problem Solving', 'Data Governance', 'YAML', 'Python', 'Software Testing', 'Flutter', 'HIPAA', 'Product Development', 'Encryption', 'Genetics', 'Software Development', 'Prolog']",2026-04-05,Software Developer/Engineer,5000,Software Developer,2026-03,2026-04,2026-03
02cf6426304f5043a97af24952e0f993,Software Developer/Engineer (Healthcare Technology),Junior Executive,4000,6000,Monthly,['Full Time'],Engineering,2026-03-10T09:43:51,2026-03-10,"['Technical Documentation', 'Scrum', 'JavaScript', 'Problem Solving', 'Data Governance', 'YAML', 'Python', 'Software Testing', 'Flutter', 'HIPAA', 'Product Development', 'Encryption', 'Genetics', 'Software Development', 'Prolog']",2026-04-05,Software Developer/Engineer,5000,Software Developer,2026-03,2026-04,2026-04
02cf6426304f5043a97af24952e0f993,Software Developer/Engineer (Healthcare Technology),Junior Executive,4000,6000,Monthly,['Full Time'],Engineering,2026-03-10T09:43:51,2026-03-10,"['Technical Documentation', 'Scrum', 'JavaScript', 'Problem Solving', 'Data Governance', 'YAML', 'Python', 'Software Testing', 'Flutter', 'HIPAA', 'Product Development', 'Encryption', 'Genetics', 'Software Development', 'Prolog']",2026-04-05,Software Developer/Engineer,5000,Engineer,2026-03,2026-04,2026-03
02cf6426304f5043a97af24952e0f993,Software Developer/Engineer (Healthcare Technology),Junior Executive,4000,6000,Monthly,['Full Time'],Engineering,2026-03-10T09:43:51,2026-03-10,"['Technical Documentation', 'Scrum', 'JavaScript', 'Problem Solving', 'Data Governance', 'YAML', 'Python', 'Software Testing', 'Flutter', 'HIPAA', 'Product Development', 'Encryption', 'Genetics', 'Software Development', 'Prolog']",2026-04-05,Software Developer/Engineer,5000,Engineer,2026-03,2026-04,2026-04
038d68c3ccdde2eedf16cca591b8d619,Investment Trainee,Executive,4000,6000,Monthly,['Full Time'],Banking and Finance,2026-03-16T08:45:05,2026-03-16,"['Regulatory Risk Assessment', 'Referrals', 'Investment Strategies', 'Asset Allocation', 'Portfolio Strategy', 'Investment Management', 'Compliance', 'Portfolio Management', 'Client Management', 'Estate Planning', 'Retirement Planning', 'Portfolio Optimization', 'Business Development', 'Wealth Preservation Planning']",2026-04-05,Investment Trainee,5000,Investment Trainee,2026-03,2026-04,2026-03
038d68c3ccdde2eedf16cca591b8d619,Investment Trainee,Executive,4000,6000,Monthly,['Full Time'],Banking and Finance,2026-03-16T08:45:05,2026-03-16,"['Regulatory Risk Assessment', 'Referrals', 'Investment Strategies', 'Asset Allocation', 'Portfolio Strategy', 'Investment Management', 'Compliance', 'Portfolio Management', 'Client Management', 'Estate Planning', 'Retirement Planning', 'Portfolio Optimization', 'Business Development', 'Wealth Preservation Planning']",2026-04-05,Investment Trainee,5000,Investment Trainee,2026-03,2026-04,2026-04
003fe4a99dbde9a521154578ec80500f,Admin & logistics Executive (Central/ 6K),Executive,3500,6500,Monthly,['Full Time'],Admin / Secretarial,2026-03-07T06:42:02,2026-03-07,"['General Administration', 'Microsoft PowerPoint', 'Microsoft Office', 'Microsoft Excel', 'International Operations', 'Ability To Work Independently', 'Administrative Work', 'Contract Management', 'Office Management', 'Bank Reconciliation', 'MS Office', 'PowerPoint', 'Booking Systems', 'Administrative Support', 'Excel', 'International Logistics', 'Trading', 'Supply Management']",2026-04-05,Admin & Logistics Executive,5000,Admin & Logistics Executive,2026-03,2026-04,2026-03
003fe4a99dbde9a521154578ec80500f,Admin & logistics Executive (Central/ 6K),Executive,3500,6500,Monthly,['Full Time'],Admin / Secretarial,2026-03-07T06:42:02,2026-03-07,"['General Administration', 'Microsoft PowerPoint', 'Microsoft Office', 'Microsoft Excel', 'International Operations', 'Ability To Work Independently', 'Administrative Work', 'Contract Management', 'Office Management', 'Bank Reconciliation', 'MS Office', 'PowerPoint', 'Booking Systems', 'Administrative Support', 'Excel', 'International Logistics', 'Trading', 'Supply Management']",2026-04-05,Admin & Logistics Executive,5000,Admin & Logistics Executive,2026-03,2026-04,2026-04
03213c4dd0d5580a854ca9dca2ff857f,Aesthetic Clinic Consultant (Basic + High Comm) 5.5 Days - Office Hours,Junior Executive,4000,6000,Monthly,"['Permanent', 'Full Time']",Customer Service,2026-03-11T00:46:27,2026-03-11,"['sales & customer service', 'Aesthetics', 'Sales', 'Customer Service Delivery', 'Customer Experience', 'good sales', 'Skin Care Products', 'Beauty', 'Skin', 'clinical skills', 'Beauty Services', 'Customer Satisfaction', 'Consulting', 'Beauty Industry', 'Team Player', 'Customer Service', 'Customer Service Excellence', 'Customer Services', 'Customer Service Experience', 'Skin Care']",2026-04-05,Aesthetic Clinic Consultant - Office Hours,5000,Aesthetic Clinic Consultant - Office Hours,2026-03,2026-04,2026-03
03213c4dd0d5580a854ca9dca2ff857f,Aesthetic Clinic Consultant (Basic + High Comm) 5.5 Days - Office Hours,Junior Executive,4000,6000,Monthly,"['Permanent', 'Full Time']",Customer Service,2026-03-11T00:46:27,2026-03-11,"['sales & customer service', 'Aesthetics', 'Sales', 'Customer Service Delivery', 'Customer Experience', 'good sales', 'Skin Care Products', 'Beauty', 'Skin', 'clinical skills', 'Beauty Services', 'Customer Satisfaction', 'Consulting', 'Beauty Industry', 'Team Player', 'Customer Service', 'Customer Service Excellence', 'Customer Services', 'Customer Service Experience', 'Skin Care']",2026-04-05,Aesthetic Clinic Consultant - Office Hours,5000,Aesthetic Clinic Consultant - Office Hours,2026-03,2026-04,2026-04
010b88c0dd50d11f022ca320d6574e21,Resident Technical Officer,Junior Executive,4500,5500,Monthly,['Contract'],Building and Construction,2026-03-17T07:44:19,2026-03-17,"['Excavation', 'Drainage', 'Microsoft Excel', 'Construction', 'Quality Control', 'Quality Assurance', 'Architectural', 'Assurance', 'Electrical', 'Construction Safety', 'Structural Engineering', 'Compliance', 'Microsoft Word', 'Civil Engineering', 'Instrumentation', 'Commissioning']",2026-04-05,Resident Technical Officer,5000,Resident Technical Officer,2026-03,2026-04,2026-03
010b88c0dd50d11f022ca320d6574e21,Resident Technical Officer,Junior Executive,4500,5500,Monthly,['Contract'],Building and Construction,2026-03-17T07:44:19,2026-03-17,"['Excavation', 'Drainage', 'Microsoft Excel', 'Construction', 'Quality Control', 'Quality Assurance', 'Architectural', 'Assurance', 'Electrical', 'Construction Safety', 'Structural Engineering', 'Compliance', 'Microsoft Word', 'Civil Engineering', 'Instrumentation', 'Commissioning']",2026-04-05,Resident Technical Officer,5000,Resident Technical Officer,2026-03,2026-04,2026-04
017afacef2d676180099351d1605c350,Procurement Engineer - Fabrications,Executive,3500,6500,Monthly,['Full Time'],Engineering,2026-03-20T03:09:03,2026-03-20,"['Negotiation', 'Components', 'Commodities', 'NPI', 'MetaL', 'Supply Chain', 'Purchasing', 'material cost reduction', 'Fabrication', 'Procurement', 'Mechanical', 'VAVE', 'Plastics', 'Sheet Metal', 'Manufacturing', 'Sourcing', 'Electronics', 'Mechanical Engineering']",2026-04-05,Procurement Engineer - Fabrications,5000,Procurement Engineer - Fabrications,2026-03,2026-04,2026-03
017afacef2d676180099351d1605c350,Procurement Engineer - Fabrications,Executive,3500,6500,Monthly,['Full Time'],Engineering,2026-03-20T03:09:03,2026-03-20,"['Negotiation', 'Components', 'Commodities', 'NPI', 'MetaL', 'Supply Chain', 'Purchasing', 'material cost reduction', 'Fabrication', 'Procurement', 'Mechanical', 'VAVE', 'Plastics', 'Sheet Metal', 'Manufacturing', 'Sourcing', 'Electronics', 'Mechanical Engineering']",2026-04-05,Procurement Engineer - Fabrications,5000,Procurement Engineer - Fabrications,2026-03,2026-04,2026-04
01222e42ca8079d276a2012b68b75455,Data Center Operations & Customer Service Engineer,Executive,4000,6000,Monthly,['Full Time'],Engineering,2026-03-17T01:25:35,2026-03-17,"['TCP/IP', 'Linux System Administration', 'IT Infrastructure Operations', 'logging bugs', 'Direct experience', 'Data Centre environments', 'Information Technology', 'shifts schedules', 'Computer Science', 'network equipment', 'Cabling', 'Ticket Management', 'Server Management', 'management of operational procedures']",2026-04-05,Data Center Operations & Customer Service Engineer,5000,Data Center Operations & Customer Service Engineer,2026-03,2026-04,2026-03
01222e42ca8079d276a2012b68b75455,Data Center Operations & Customer Service Engineer,Executive,4000,6000,Monthly,['Full Time'],Engineering,2026-03-17T01:25:35,2026-03-17,"['TCP/IP', 'Linux System Administration', 'IT Infrastructure Operations', 'logging bugs', 'Direct experience', 'Data Centre environments', 'Information Technology', 'shifts schedules', 'Computer Science', 'network equipment', 'Cabling', 'Ticket Management', 'Server Management', 'management of operational procedures']",2026-04-05,Data Center Operations & Customer Service Engineer,5000,Data Center Operations & Customer Service Engineer,2026-03,2026-04,2026-04
016fa8efedaf64778b5f8a2b9c1ac2e2,IT Technical Trainer,Executive,4000,6000,Monthly,['Full Time'],Education and Training,2026-03-23T05:07:45,2026-03-23,"['Veeam', 'Licensing', 'Management Skills', 'Microsoft Azure', 'Cloud Applications', 'Classroom', 'Data Analysis', 'ICT', 'Cloud Security', 'Classroom Management', 'Cloud Management', 'VMware', 'Administration', 'Technical Training', 'Traffic Management', 'Cloud', 'Consulting', 'Visualization', 'Virtualization', 'Amazon Cloud']",2026-04-05,It Technical Trainer,5000,It Technical Trainer,2026-03,2026-04,2026-03
016fa8efedaf64778b5f8a2b9c1ac2e2,IT Technical Trainer,Executive,4000,6000,Monthly,['Full Time'],Education and Training,2026-03-23T05:07:45,2026-03-23,"['Veeam', 'Licensing', 'Management Skills', 'Microsoft Azure', 'Cloud Applications', 'Classroom', 'Data Analysis', 'ICT', 'Cloud Security', 'Classroom Management', 'Cloud Management', 'VMware', 'Administration', 'Technical Training', 'Traffic Management', 'Cloud', 'Consulting', 'Visualization', 'Virtualization', 'Amazon Cloud']",2026-04-05,It Technical Trainer,5000,It Technical Trainer,2026-03,2026-04,2026-04
03b79467ab89a8ec1ee4d2f00f180cce,Business Analyst,Fresh/entry level,4500,5500,Monthly,['Permanent'],Information Technology,2026-03-10T06:17:19,2026-03-10,"['Analytical Skills', 'Interpersonal Skills', 'Problem Solving', 'Written Communication', 'MS Office', 'User Acceptance Testing', 'Presentation Skills', 'Team Player', 'Business Analyst', 'Project Delivery']",2026-04-05,Business Analyst,5000,Business Analyst,2026-03,2026-04,2026-03
03b79467ab89a8ec1ee4d2f00f180cce,Business Analyst,Fresh/entry level,4500,5500,Monthly,['Permanent'],Information Technology,2026-03-10T06:17:19,2026-03-10,"['Analytical Skills', 'Interpersonal Skills', 'Problem Solving', 'Written Communication', 'MS Office', 'User Acceptance Testing', 'Presentation Skills', 'Team Player', 'Business Analyst', 'Project Delivery']",2026-04-05,Business Analyst,5000,Business Analyst,2026-03,2026-04,2026-04
02280e74135f76f9d75e17ab2cff076b,CORPORATE SECRETARIAL EXECUTIVE,Executive,4500,5500,Monthly,['Full Time'],Admin / Secretarial,2026-03-25T03:46:47,2026-03-25,"['Onboarding', 'Workflow Automation', 'Public Companies', 'briefing meetings', 'Written English', 'Offshore Operations', 'Company Secretarial Work', 'Law', 'Client Liaison', 'Accounting', 'Filing management', 'legal industry', 'XBRL', 'Administrative Support', 'Able To Work Independently', 'Business Management']",2026-04-05,Corporate Secretarial Executive,5000,Corporate Secretarial Executive,2026-03,2026-04,2026-03
02280e74135f76f9d75e17ab2cff076b,CORPORATE SECRETARIAL EXECUTIVE,Executive,4500,5500,Monthly,['Full Time'],Admin / Secretarial,2026-03-25T03:46:47,2026-03-25,"['Onboarding', 'Workflow Automation', 'Public Companies', 'briefing meetings', 'Written English', 'Offshore Operations', 'Company Secretarial Work', 'Law', 'Client Liaison', 'Accounting', 'Filing management', 'legal industry', 'XBRL', 'Administrative Support', 'Able To Work Independently', 'Business Management']",2026-04-05,Corporate Secretarial Executive,5000,Corporate Secretarial Executive,2026-03,2026-04,2026-04
028c85f1124a93b0ca5c30b813b1f479,End User Computing (EUC) SE/SSE,Junior Executive,3500,6500,Monthly,"['Permanent', 'Full Time']",Information Technology,2026-03-20T09:23:45,2026-03-20,"['vSphere', 'Azure', 'Failover', 'Citrix', 'AWS', 'Active Directory', 'Powershell', 'DHCP', 'VMware', 'User Experience', 'IT End User Computing', 'Automation Tools', 'Group Policy', 'VMware vSphere', 'VMware Certified Professional', 'Operating Systems', 'Performance Tuning', 'Hyper-V', 'Ansible', 'DNS']",2026-04-05,End User Computing Se/Sse,5000,End User Computing Se,2026-03,2026-04,2026-03
028c85f1124a93b0ca5c30b813b1f479,End User Computing (EUC) SE/SSE,Junior Executive,3500,6500,Monthly,"['Permanent', 'Full Time']",Information Technology,2026-03-20T09:23:45,2026-03-20,"['vSphere', 'Azure', 'Failover', 'Citrix', 'AWS', 'Active Directory', 'Powershell', 'DHCP', 'VMware', 'User Experience', 'IT End User Computing', 'Automation Tools', 'Group Policy', 'VMware vSphere', 'VMware Certified Professional', 'Operating Systems', 'Performance Tuning', 'Hyper-V', 'Ansible', 'DNS']",2026-04-05,End User Computing Se/Sse,5000,End User Computing Se,2026-03,2026-04,2026-04
028c85f1124a93b0ca5c30b813b1f479,End User Computing (EUC) SE/SSE,Junior Executive,3500,6500,Monthly,"['Permanent', 'Full Time']",Information Technology,2026-03-20T09:23:45,2026-03-20,"['vSphere', 'Azure', 'Failover', 'Citrix', 'AWS', 'Active Directory', 'Powershell', 'DHCP', 'VMware', 'User Experience', 'IT End User Computing', 'Automation Tools', 'Group Policy', 'VMware vSphere', 'VMware Certified Professional', 'Operating Systems', 'Performance Tuning', 'Hyper-V', 'Ansible', 'DNS']",2026-04-05,End User Computing Se/Sse,5000,Sse,2026-03,2026-04,2026-03
028c85f1124a93b0ca5c30b813b1f479,End User Computing (EUC) SE/SSE,Junior Executive,3500,6500,Monthly,"['Permanent', 'Full Time']",Information Technology,2026-03-20T09:23:45,2026-03-20,"['vSphere', 'Azure', 'Failover', 'Citrix', 'AWS', 'Active Directory', 'Powershell', 'DHCP', 'VMware', 'User Experience', 'IT End User Computing', 'Automation Tools', 'Group Policy', 'VMware vSphere', 'VMware Certified Professional', 'Operating Systems', 'Performance Tuning', 'Hyper-V', 'Ansible', 'DNS']",2026-04-05,End User Computing Se/Sse,5000,Sse,2026-03,2026-04,2026-04
0365cb0c9cb809da99015b4137d031a2,"Field Service Engineer, Semiconductor industry",Executive,4500,5500,Monthly,['Permanent'],Engineering,2026-03-06T07:56:43,2026-03-06,"['Field Service', 'Teamwork', 'Test Equipment', 'Preventive Maintenance', 'Troubleshooting', 'Continuous Improvement', 'Diagnostics', 'Supervisory Skills', 'company procedures', 'Reliability', 'technical studies', 'Technical Training', 'Networking', 'system requirements specification', 'Customer Service', 'Electronics', 'Commissioning', 'Mechanical Engineering', 'Calibration', 'Technical Support']",2026-04-05,"Field Service Engineer, Semiconductor Industry",5000,"Field Service Engineer, Semiconductor Industry",2026-03,2026-04,2026-03
0365cb0c9cb809da99015b4137d031a2,"Field Service Engineer, Semiconductor industry",Executive,4500,5500,Monthly,['Permanent'],Engineering,2026-03-06T07:56:43,2026-03-06,"['Field Service', 'Teamwork', 'Test Equipment', 'Preventive Maintenance', 'Troubleshooting', 'Continuous Improvement', 'Diagnostics', 'Supervisory Skills', 'company procedures', 'Reliability', 'technical studies', 'Technical Training', 'Networking', 'system requirements specification', 'Customer Service', 'Electronics', 'Commissioning', 'Mechanical Engineering', 'Calibration', 'Technical Support']",2026-04-05,"Field Service Engineer, Semiconductor Industry",5000,"Field Service Engineer, Semiconductor Industry",2026-03,2026-04,2026-04
025496d2cf37d42d3985a3a7fab9b7d6,BIM Coordinator (Tekla Software),Executive,3500,6500,Monthly,['Full Time'],Architecture / Interior Design,2026-03-28T10:04:17,2026-03-28,"['Negotiation', 'Revit', 'Budgets', 'Construction', 'BIM', 'Quantity Surveying', 'Drawing', 'Architectural Drawings', 'Administration', 'Estimates', 'Procurement', 'Compliance', 'Team Player', 'Civil Engineering', 'Tendering', 'Pricing', 'Cost Control', 'Project Cost', 'Able To Work Independently']",2026-04-05,Bim Coordinator,5000,Bim Coordinator,2026-03,2026-04,2026-03
025496d2cf37d42d3985a3a7fab9b7d6,BIM Coordinator (Tekla Software),Executive,3500,6500,Monthly,['Full Time'],Architecture / Interior Design,2026-03-28T10:04:17,2026-03-28,"['Negotiation', 'Revit', 'Budgets', 'Construction', 'BIM', 'Quantity Surveying', 'Drawing', 'Architectural Drawings', 'Administration', 'Estimates', 'Procurement', 'Compliance', 'Team Player', 'Civil Engineering', 'Tendering', 'Pricing', 'Cost Control', 'Project Cost', 'Able To Work Independently']",2026-04-05,Bim Coordinator,5000,Bim Coordinator,2026-03,2026-04,2026-04
039021d30abb591e40ea690ded798597,"QC Specialist (Pharma MNC, 5days office hour) #HCL",Executive,4000,6000,Monthly,"['Contract', 'Permanent', 'Full Time']",Others,2026-03-26T01:53:55,2026-03-26,"['Biochemistry', 'Subject Matter Expert', 'cGMP Manufacturing', 'cGMP', 'Healthcare', 'Verification', 'GMP environment', 'Assay Development', 'Chemistry', 'Biotechnology', 'Inventory Management', 'Project Management', 'Biological Assays', 'Equipment Qualification', 'Team Player', 'Laboratory']",2026-04-05,Qc Specialist,5000,Qc Specialist,2026-03,2026-04,2026-03
039021d30abb591e40ea690ded798597,"QC Specialist (Pharma MNC, 5days office hour) #HCL",Executive,4000,6000,Monthly,"['Contract', 'Permanent', 'Full Time']",Others,2026-03-26T01:53:55,2026-03-26,"['Biochemistry', 'Subject Matter Expert', 'cGMP Manufacturing', 'cGMP', 'Healthcare', 'Verification', 'GMP environment', 'Assay Development', 'Chemistry', 'Biotechnology', 'Inventory Management', 'Project Management', 'Biological Assays', 'Equipment Qualification', 'Team Player', 'Laboratory']",2026-04-05,Qc Specialist,5000,Qc Specialist,2026-03,2026-04,2026-04
023b6353934dcdde031bab80aeec7860,Geotechnical Engineer,Executive,4500,5500,Monthly,['Full Time'],Building and Construction,2026-03-17T09:12:57,2026-03-17,"['Excavation', 'Feasibility Studies', 'Drainage', 'Water', 'Construction', 'Investigation', 'Engineering Design', 'Communication Skills', 'Tunnelling', 'Project Coordination', 'Civil Engineering', 'Instrumentation', 'Geotechnical Engineering', 'Soil', 'Laboratory', 'Ground Improvement']",2026-04-05,Geotechnical Engineer,5000,Geotechnical Engineer,2026-03,2026-04,2026-03
023b6353934dcdde031bab80aeec7860,Geotechnical Engineer,Executive,4500,5500,Monthly,['Full Time'],Building and Construction,2026-03-17T09:12:57,2026-03-17,"['Excavation', 'Feasibility Studies', 'Drainage', 'Water', 'Construction', 'Investigation', 'Engineering Design', 'Communication Skills', 'Tunnelling', 'Project Coordination', 'Civil Engineering', 'Instrumentation', 'Geotechnical Engineering', 'Soil', 'Laboratory', 'Ground Improvement']",2026-04-05,Geotechnical Engineer,5000,Geotechnical Engineer,2026-03,2026-04,2026-04
03498be5872fc0b1b17ef909a9694883,Commercial & Project Associate #82852,Junior Executive,4000,6000,Monthly,"['Permanent', 'Full Time']",Engineering,2026-04-02T23:25:38,2026-04-03,"['Proposal Writing', 'Document Management System', 'Discipline', 'Partnerships', 'standardized documentation', 'awards submission', 'Invoicing', 'Prospect within businesses', 'Presentation', 'Quotations']",2026-04-05,Commercial & Project Associate,5000,Commercial & Project Associate,2026-04,2026-04,2026-04
01b34436bd2c347701e2be9bea10ee88,CENTRAL KITCHEN COOK,Fresh/entry level,4000,6000,Monthly,['Full Time'],F&B,2026-03-27T03:53:29,2026-03-27,"['Recipes', 'Teamwork', 'Food Safety', 'Fast-paced', 'Sanitation', 'shifts schedules', 'Assistant Work', 'Die Cutting', 'Attention to Detail', 'Waste Management', 'Production Scheduling', 'Batch Management', 'FI']",2026-04-05,Central Kitchen Cook,5000,Central Kitchen Cook,2026-03,2026-04,2026-03
01b34436bd2c347701e2be9bea10ee88,CENTRAL KITCHEN COOK,Fresh/entry level,4000,6000,Monthly,['Full Time'],F&B,2026-03-27T03:53:29,2026-03-27,"['Recipes', 'Teamwork', 'Food Safety', 'Fast-paced', 'Sanitation', 'shifts schedules', 'Assistant Work', 'Die Cutting', 'Attention to Detail', 'Waste Management', 'Production Scheduling', 'Batch Management', 'FI']",2026-04-05,Central Kitchen Cook,5000,Central Kitchen Cook,2026-03,2026-04,2026-04
0169860e9a53f9e808d68f0f0d5a4be4,Procurement Executive (12 months Contract),Executive,4000,6000,Monthly,['Contract'],Admin / Secretarial,2026-03-30T04:31:49,2026-03-30,"['Project Monitoring', 'Supplier Evaluation', 'Microsoft Excel', 'Strong Attention To Detail', 'PowerPoint', 'Priority Management', 'Vendor Management', 'Engineering', 'Stakeholder Engagement and Management', 'Microsoft Word', 'relationships with internal stakeholders', 'establish quality processes', 'commercial proposals']",2026-04-05,Procurement Executive,5000,Procurement Executive,2026-03,2026-04,2026-03
0169860e9a53f9e808d68f0f0d5a4be4,Procurement Executive (12 months Contract),Executive,4000,6000,Monthly,['Contract'],Admin / Secretarial,2026-03-30T04:31:49,2026-03-30,"['Project Monitoring', 'Supplier Evaluation', 'Microsoft Excel', 'Strong Attention To Detail', 'PowerPoint', 'Priority Management', 'Vendor Management', 'Engineering', 'Stakeholder Engagement and Management', 'Microsoft Word', 'relationships with internal stakeholders', 'establish quality processes', 'commercial proposals']",2026-04-05,Procurement Executive,5000,Procurement Executive,2026-03,2026-04,2026-04
0076830200389e9cbfa890f212bd6162,personal secretary,Executive,3600,6100,Monthly,['Full Time'],Admin / Secretarial,2026-03-22T15:08:03,2026-03-22,"['Microsoft PowerPoint', 'Expenses', 'Microsoft Office', 'Microsoft Excel', 'Written English', 'Meeting Scheduling', 'Flights', 'Travel Coordination', 'Administrative Support', 'Travel Planning', 'Scheduling']",2026-04-05,Personal Secretary,4850,Personal Secretary,2026-03,2026-04,2026-03
0076830200389e9cbfa890f212bd6162,personal secretary,Executive,3600,6100,Monthly,['Full Time'],Admin / Secretarial,2026-03-22T15:08:03,2026-03-22,"['Microsoft PowerPoint', 'Expenses', 'Microsoft Office', 'Microsoft Excel', 'Written English', 'Meeting Scheduling', 'Flights', 'Travel Coordination', 'Administrative Support', 'Travel Planning', 'Scheduling']",2026-04-05,Personal Secretary,4850,Personal Secretary,2026-03,2026-04,2026-04
027d83eca2f38c64890dc1e9326a452a,Accounts Executive (Construction),Executive,4200,5500,Monthly,['Full Time'],Accounting / Auditing / Taxation,2026-03-30T13:29:51,2026-03-30,"['Taxation', 'Accounts Payable', 'IRAs', 'Tax', 'Journal Entries', 'Accruals', 'Accounts Receivable', 'Accounting', 'Xero', 'Accounting Standards', 'Audit', 'Able To Work Independently', 'Financial Reporting']",2026-04-05,Accounts Executive,4850,Accounts Executive,2026-03,2026-04,2026-03
027d83eca2f38c64890dc1e9326a452a,Accounts Executive (Construction),Executive,4200,5500,Monthly,['Full Time'],Accounting / Auditing / Taxation,2026-03-30T13:29:51,2026-03-30,"['Taxation', 'Accounts Payable', 'IRAs', 'Tax', 'Journal Entries', 'Accruals', 'Accounts Receivable', 'Accounting', 'Xero', 'Accounting Standards', 'Audit', 'Able To Work Independently', 'Financial Reporting']",2026-04-05,Accounts Executive,4850,Accounts Executive,2026-03,2026-04,2026-04
00e01d1df4b1d4bbbb008be2bec76603,Quantity Surveyor (M&E - Tender),Executive,4200,5500,Monthly,['Full Time'],Engineering,2026-03-26T03:06:33,2026-03-26,"['Negotiation', 'Progress Monitoring', 'Active Team Player', 'Quantity Surveying', 'Time Management skills', 'Tendering', 'Pricing', 'Sourcing', 'Cost Control', 'Able To Work Independently', 'Eye for Details']",2026-04-05,Quantity Surveyor,4850,Quantity Surveyor,2026-03,2026-04,2026-03
